"awb_master","lacre","awb","nota_fiscal","pedido","cidade","status_completo","status_atual"
"20442258","9826166p","TXAS730334471tx","10132249","61629245","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS730348331tx","443976","7745475084481","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448124","SOD1004105401","TXAS730352309tx","187888","3046956078117520904","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448124","SOD1004105401","TXAS730342961tx","187882","3046957339372717803","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448744","SOD1004109961","TXAS730354073tx","55878","3046955587281061157","Itu","EM ROTA (CAF: 20086482) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20447192","SOD1004105371","TXAS730363264tx","5988","SLR-1564301773215-01","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","TXAS730377074tx","24784","#160645","Sorocaba","EM ROTA (CAF: 20086611) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448923","SOD1004109971","TXAS730399995tx","44423","67543","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20451939","SOD1004110001","TXAS730412897tx","284909","3046978791656162960","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20447192","SOD1004105371","TXAS730411808tx","64536","3046980171485120121","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20455289","SOD1004135921","TXAS730408721tx","43954","105745","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20445440","CA20445440","TXAS730434123tx","61","WI115320692LL","Sorocaba","FALTA NUMERO APT/CASA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20448500","SOD1004110011","TXAS730472453tx","211368","211368","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","TXAS730527884tx","29534","SLR-1564501779904-02","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452712","SOD1004127421","TXAS730530904tx","72575","72575","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452329","SOD1004110021","TXAS730537925tx","34505","85858","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448923","SOD1004109971","TXAS730541810tx","44550","67783","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448500","SOD1004110011","TXAS730574035tx","263897","3408","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448744","SOD1004109961","TXAS730573243tx","14142","3047022273789921088","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448500","SOD1004110011","TXAS730572989tx","14149","3047023300276029063","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440122","CA20440122","NUVV111752424tx","1","NUK26875676BR","Sorocaba","CONFLITO CEP/LOCALIDADE (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20440122","CA20440122","NUVV111752432tx","1","NUK26875677BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752440tx","1","NUK26875678BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752457tx","1","NUK26875679BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752465tx","1","NUK26875680BR","Sorocaba","EM ROTA (CAF: 20086008) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440122","CA20440122","NUVV111752473tx","1","NUK26875681BR","Sorocaba","EM ROTA (CAF: 20086008) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440122","CA20440122","NUVV111752481tx","1","NUK26875682BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752499tx","1","NUK26875683BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752507tx","1","NUK26875684BR","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440122","CA20440122","NUVV111752515tx","1","NUK26875685BR","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440122","CA20440122","NUVV111752523tx","1","NUK26875686BR","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20442301","CA20442301","NUVV111740619tx","1","NUK26865436BR","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440122","CA20440122","NUVV111752531tx","1","NUK26875687BR","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440122","CA20440122","NUVV111752549tx","1","NUK26875688BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752556tx","1","NUK26875689BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752564tx","1","NUK26875690BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752572tx","1","NUK26875691BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752580tx","1","NUK26875692BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752598tx","1","NUK26875693BR","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440122","CA20440122","NUVV111752606tx","1","NUK26875694BR","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440122","CA20440122","NUVV111752614tx","1","NUK26875695BR","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440122","CA20440122","NUVV111752622tx","1","NUK26875696BR","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752630tx","1","NUK26875697BR","Mairinque","CANCELADO PELO REMETENTE (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB",""
"20440122","CA20440122","NUVV111752648tx","1","NUK26875698BR","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752655tx","1","NUK26875699BR","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752663tx","1","NUK26875700BR","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752671tx","1","NUK26875701BR","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440122","CA20440122","NUVV111752689tx","1","NUK26875702BR","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440122","CA20440122","NUVV111752697tx","1","NUK26875703BR","Pilar Do Sul","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752705tx","1","NUK26875704BR","Pilar Do Sul","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111752713tx","1","NUK26875705BR","Araçoiaba Da Serra","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111749149tx","1","NUK26875348BR","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440122","CA20440122","NUVV111749156tx","1","NUK26875349BR","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20440965","CA20440965","NUVV111752945tx","1","NUK26875728BR","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440965","CA20440965","NUVV111752952tx","1","NUK26875729BR","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440965","CA20440965","NUVV111752960tx","1","NUK26875730BR","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448500","SOD1004110011","TXAS730583796tx","14153","3047026042598950593","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20446012","SOD1004042481","TXAS730599404tx","26730","3047031554729805112","Itu","EM ROTA (CAF: 20086482) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20451939","SOD1004110001","TXAS730598265tx","260910002","1473070272077173","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20451939","SOD1004110001","SLAZ125397257tx","9764349","1031896072","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20447192","SOD1004105371","SLAZ125397307tx","9764348","1031896120","Votorantim","EM ROTA (CAF: 20086377) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20451127","SOD1004109991","SLAZ125394411tx","9763669","1031895107","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20454741","SOD1004127411","TXAS730639937tx","3077","3047038537377220252","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20450700","SOD1004109981","TXAS730644291tx","8670401","T68D6FE7D32BD2","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20447192","SOD1004105371","TXAS730660289tx","66428","3047051401881880214","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20455289","SOD1004135921","TXAS730693124tx","363786","113780674","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20455289","SOD1004135921","TXAS730695715tx","368113","113804897","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20451127","SOD1004109991","SLAZ125403063tx","9766974","1031900329","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20446012","SOD1004042481","TXAS730702461tx","26768","3047075239625458975","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20449770","SOD1267884","TXAS730740412tx","2167945","2167945","Ibiúna","EM ROTA (CAF: 20084735) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448923","SOD1004109971","AMZB771834178tx","32407889","Bsr9jR6tl","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20447192","SOD1004105371","TXAS730768058tx","64227","3047127791681308508","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20451939","SOD1004110001","TXAS730773397tx","64236","3047142198152824340","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20446137","SOD1004105391","TXAS730787223tx","1569790","3047148825177130692","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20455289","SOD1004135921","TXAS730794013tx","13186","152014108-2","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448124","SOD1004105401","TXAS730845542tx","2521337","3047207958243542039","Alumínio","EM ROTA (CAF: 20084481) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20453125","2p100009444532","TXAS730867942tx","3880352","3880352","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20453125","2p100009444532","TXAS730867959tx","3880352","3880352","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20453125","2p100009444532","TXAS730869260tx","3880352","3880352","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20453125","2p100009444532","TXAS730869294tx","3880352","3880352","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20449770","SOD1267884","TXAS730865128tx","3880347","3880347","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20449770","SOD1267884","TXAS730873460tx","3880355","3880355","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20453125","2p100009444532","TXAS730902905tx","3880356","3880356","Itu","FALTA DE COMPLEMENTO FISICO - - SOD ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","FALTA COMPLEMENTO"
"20453125","2p100009444532","TXAS730902913tx","3880356","3880356","Itu","FALTA DE COMPLEMENTO FISICO - - SOD ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","FALTA COMPLEMENTO"
"20453125","2p100009444532","TXAS730902921tx","3880356","3880356","Itu","FALTA DE COMPLEMENTO FISICO - - SOD ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","FALTA COMPLEMENTO"
"20453125","2p100009444532","TXAS730902939tx","3880356","3880356","Itu","FALTA DE COMPLEMENTO FISICO - - SOD ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","FALTA COMPLEMENTO"
"20453125","2p100009444532","TXAS730902947tx","3880356","3880356","Itu","FALTA DE COMPLEMENTO FISICO - - SOD ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","FALTA COMPLEMENTO"
"20453125","2p100009444532","TXAS730898152tx","3880359","3880359","Itu","RECUSADO POR TERCEIROS (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20453125","2p100009444532","TXAS730903572tx","3880359","3880359","Itu","RECUSADO POR TERCEIROS (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20453125","2p100009444532","TXAS730903580tx","3880359","3880359","Itu","RECUSADO POR TERCEIROS (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20453125","2p100009444532","TXAS730903598tx","3880359","3880359","Itu","RECUSADO POR TERCEIROS (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20447192","SOD1004105371","TXAS730902574tx","64277","3047238498358166985","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20452329","SOD1004110021","TXAS730911898tx","316307","BR252614911540Z","Araçariguama","PROCESSO DE ENTREGA","NA RUA"
"20449770","SOD1267884","TXAS730917226tx","2168080","2168080","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20449770","SOD1267884","TXAS730917234tx","2168080","2168080","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20449770","SOD1267884","TXAS730917473tx","2168088","2168088","Sorocaba","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20449770","SOD1267884","TXAS730917481tx","2168088","2168088","Sorocaba","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20449770","SOD1267884","TXAS730916012tx","2168104","2168104","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20446012","SOD1004042481","TXAS731064622tx","26830","3047437983327225431","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20455289","SOD1004135921","TXAS731099735tx","471607","1492905","Itu","EM ROTA (CAF: 20086482) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452086","SOD1267894","TXAS731131926tx","54458","1009290","Sorocaba","EM ROTA (CAF: 20086787) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452086","SOD1267894","TXAS731131934tx","54458","1009290","Sorocaba","EM ROTA (CAF: 20086787) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452086","SOD1267894","TXAS731131942tx","54458","1009290","Sorocaba","EM ROTA (CAF: 20086787) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20455289","SOD1004135921","TXAS731167763tx","4408584","ET003760915BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20447192","SOD1004105371","TXAS731142295tx","6220","3047478093359515137","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20451939","SOD1004110001","TXAS731142196tx","16518","3047477108594214335","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20451939","SOD1004110001","TXAS731142253tx","16478","3047478655453595028","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448500","SOD1004110011","TXAS731154704tx","1198082","4550454","Mairinque","PROCESSO DE ENTREGA","NA RUA"
"20448500","SOD1004110011","TXAS731156097tx","9555866","9555866","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448124","SOD1004105401","TXAS731155644tx","2521475","3047485743066810307","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20446137","SOD1004105391","TXAS731167177tx","2677186","CI-250926262915VOL1","Ibiúna","EM ROTA (CAF: 20084735) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448795","SOD1003229430","TXAS731165726tx","444107","7479061774654","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20446137","SOD1004105391","TXAS731178109tx","384169","2000009299335655","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20452329","SOD1004110021","TXAS731180790tx","10482","BR258211936123O","Araçariguama","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20447192","SOD1004105371","TXAS731180816tx","215466","2414571208742-3","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448795","SOD1003229430","TXAS731195319tx","444108","7746674917569","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448744","SOD1004109961","AMZB772204046tx","14254","BKvltNtFl","Sorocaba","EM ROTA (CAF: 20086646) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448744","SOD1004109961","TXAS731204582tx","31234","3047526975767939029","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452329","SOD1004110021","TXAS731207361tx","109175","109175","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20446137","SOD1004105391","TXAS731204939tx","3972","3047531399391315797","Itu","EM ROTA (CAF: 20086482) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20446137","SOD1004105391","TXAS731208369tx","3976","3047530615496148484","Mairinque","PROCESSO DE ENTREGA","NA RUA"
"20448124","SOD1004105401","TXAS731228219tx","2521574","3047548845177078928","Ibiúna","PROCESSO DE ENTREGA","NA RUA"
"20448500","SOD1004110011","TXAS731255139tx","15070076","C45257561-1","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20446137","SOD1004105391","TXAS731256673tx","3947","3046140640938198608","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448500","SOD1004110011","TXAS731261152tx","15070092","C45255681-1","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20451127","SOD1004109991","TXAS731268702tx","29630","SLR-1564691785093-01","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448500","SOD1004110011","TXAS731283602tx","15070127","C45257560-1","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448500","SOD1004110011","AMZB772056306tx","24543470","BhpTfcNSl","Ibiúna","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448500","SOD1004110011","TXAS731294500tx","1198627","4551158","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20446137","SOD1004105391","TXAS731301321tx","2707820","1001007541812","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20448500","SOD1004110011","TXAS731302550tx","1198657","4551196","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20453140","SOD1004110031","TXAS731302675tx","2103","BR252443739870W","Araçariguama","PROCESSO DE ENTREGA","NA RUA"
"20444766","SOD1004042471","TXAS731305405tx","1847","1847","Sorocaba","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448923","SOD1004109971","TXAS731310314tx","125700","2414306167546-2","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20446137","SOD1004105391","TXAS731321956tx","442951","151961307-1","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20440378","CA20440378","TXAS731324059tx","793477348","11-0250352450-01","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","AMZB771762969tx","47350","BK12fJLbl","Ibiúna","EM ROTA (CAF: 20084735) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","AMZB771401165tx","2020","BKY27PpGl","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","AMZB770224037tx","100394","BZgDF3d30","Sao Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","AMZB771614538tx","54146600","BWy6mMFSl","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20446137","SOD1004105391","TXAS731328167tx","5585","152022370-1","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20433112","JA20433112","AMZB771730340tx","51430","Br1Wy7sSl","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448744","SOD1004109961","AMZB771533808tx","55430","BKglKSx3l","Salto De Pirapora","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448500","SOD1004110011","TXAS731335873tx","3626359","003626359","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","TXAS731347241tx","6276034","6184569","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","TXAS731350906tx","6275807","6185504","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
